7766.05806904,600.0
7975.92228458,601.0
8185.78650013,602.0
8395.65071567,603.0
8605.51493122,604.0
8815.37914676,605.0
8964.8203735,606.0
9114.26160024,607.0
9263.70282698,608.0
9413.14405372,609.0
9562.58528046,610.0
9616.68407391,611.0
9670.78286737,612.0
9724.88166083,613.0
9778.98045429,614.0
9833.07924775,615.0
9752.86707544,616.0
9672.65490313,617.0
9592.44273082,618.0
9512.23055851,619.0
9432.0183862,620.0
9224.90863702,621.0
9017.79888784,622.0
8810.68913867,623.0
8603.57938949,624.0
8396.46964031,625.0
8102.61991515,626.0
7808.77019,627.0
7514.92046484,628.0
7221.07073968,629.0
6927.22101452,630.0
6600.12090671,631.0
6273.02079889,632.0
5945.92069108,633.0
5618.82058326,634.0
5291.72047545,635.0
4988.93834385,636.0
4686.15621225,637.0
4383.37408066,638.0
4080.59194906,639.0
3777.80981746,640.0
3535.03632354,641.0
3292.26282963,642.0
3049.48933571,643.0
2806.71584179,644.0
2563.94234787,645.0
2390.1999636,646.0
2216.45757932,647.0
2042.71519504,648.0
1868.97281076,649.0
1695.23042648,650.0
1581.12824176,651.0
1467.02605704,652.0
1352.92387232,653.0
1238.8216876,654.0
1124.71950288,655.0
1071.40577415,656.0
1018.09204543,657.0
964.778316698,658.0
911.464587969,659.0
858.150859241,660.0
822.553680779,661.0
786.956502317,662.0
751.359323855,663.0
715.762145393,664.0
680.164966931,665.0
679.36126687,666.0
678.557566809,667.0
677.753866748,668.0
676.950166688,669.0
676.146466627,670.0
681.086725894,671.0
686.026985162,672.0
690.967244429,673.0
695.907503697,674.0
700.847762964,675.0
712.003369914,676.0
723.158976864,677.0
734.314583814,678.0
745.470190764,679.0
756.625797714,680.0
769.143831931,681.0
781.661866148,682.0
794.179900365,683.0
806.697934582,684.0
819.215968799,685.0
833.534776456,686.0
847.853584114,687.0
862.172391771,688.0
876.491199428,689.0
890.810007086,690.0
906.716272604,691.0
922.622538121,692.0
938.528803639,693.0
954.435069157,694.0
970.341334675,695.0
977.840493209,696.0
985.339651743,697.0
992.838810277,698.0
1000.33796881,699.0
1007.83712735,700.0
1016.77076446,701.0
1025.70440158,702.0
1034.6380387,703.0
1043.57167581,704.0
1052.50531293,705.0
1051.55484814,706.0
1050.60438335,707.0
1049.65391856,708.0
1048.70345376,709.0
1047.75298897,710.0
1031.65711825,711.0
1015.56124753,712.0
999.465376809,713.0
983.369506088,714.0
967.273635366,715.0
939.869442822,716.0
912.465250277,717.0
885.061057733,718.0
857.656865189,719.0
830.252672644,720.0
801.38804085,721.0
772.523409056,722.0
743.658777262,723.0
714.794145467,724.0
685.929513673,725.0
653.831296311,726.0
621.73307895,727.0
589.634861588,728.0
557.536644226,729.0
525.438426864,730.0
498.464331416,731.0
471.490235968,732.0
444.51614052,733.0
417.542045072,734.0
390.567949623,735.0
369.430625634,736.0
348.293301645,737.0
327.155977655,738.0
306.018653666,739.0
284.881329677,740.0
268.838776007,741.0
252.796222337,742.0
236.753668668,743.0
220.711114998,744.0
204.668561328,745.0
193.361837232,746.0
182.055113135,747.0
170.748389039,748.0
159.441664942,749.0
148.134940846,750.0
137.327966427,751.0
126.520992009,752.0
115.714017591,753.0
104.907043173,754.0
94.1000687547,755.0
94.9758277723,756.0
95.8515867899,757.0
96.7273458075,758.0
97.6031048251,759.0
98.4788638427,760.0
91.0873245348,761.0
83.6957852269,762.0
76.304245919,763.0
68.9127066112,764.0
61.5211673033,765.0
57.071680562,766.0
52.6221938206,767.0
48.1727070793,768.0
43.7232203379,769.0
39.2737335966,770.0
28.53291608,771.0
17.7920985635,772.0
7.05128104699,773.0
-3.68953646954,774.0
-14.4303539861,775.0
-11.6374843618,776.0
-8.84461473761,777.0
-6.05174511338,778.0
-3.25887548915,779.0
-0.466005864924,780.0
12.6188081749,781.0
25.7036222148,782.0
38.7884362546,783.0
51.8732502945,784.0
64.9580643343,785.0
67.2099873203,786.0
69.4619103062,787.0
71.7138332921,788.0
73.9657562781,789.0
76.217679264,790.0
84.8927897665,791.0
93.5679002689,792.0
102.243010771,793.0
110.918121274,794.0
119.593231776,795.0
127.820299692,796.0
136.047367607,797.0
144.274435522,798.0
152.501503437,799.0
160.728571353,800.0
160.325796862,801.0
159.923022371,802.0
159.52024788,803.0
159.117473389,804.0
158.714698898,805.0
161.219509262,806.0
163.724319625,807.0
166.229129988,808.0
168.733940352,809.0
171.238750715,810.0
174.111833761,811.0
176.984916806,812.0
179.857999851,813.0
182.731082897,814.0
185.604165942,815.0
175.411125737,816.0
165.218085532,817.0
155.025045327,818.0
144.832005122,819.0
134.638964917,820.0
138.047417494,821.0
141.455870072,822.0
144.864322649,823.0
148.272775226,824.0
151.681227803,825.0
150.264845374,826.0
148.848462946,827.0
147.432080518,828.0
146.015698089,829.0
144.599315661,830.0
134.570731625,831.0
124.54214759,832.0
114.513563554,833.0
104.484979519,834.0
94.4563954832,835.0
80.0926437582,836.0
65.7288920331,837.0
51.3651403081,838.0
37.0013885831,839.0
22.6376368581,840.0
12.3420772829,841.0
2.0465177078,842.0
-8.24904186734,843.0
-18.5446014425,844.0
-28.8401610176,845.0
-34.5561583144,846.0
-40.2721556112,847.0
-45.988152908,848.0
-51.7041502048,849.0
-57.4201475016,850.0
-55.6024630186,851.0
-53.7847785356,852.0
-51.9670940526,853.0
-50.1494095696,854.0
-48.3317250866,855.0
-39.8458425614,856.0
-31.3599600363,857.0
-22.8740775111,858.0
-14.388194986,859.0
-5.90231246084,860.0
9.1358581088,861.0
24.1740286784,862.0
39.2121992481,863.0
54.2503698177,864.0
69.2885403873,865.0
82.4590465159,866.0
95.6295526444,867.0
108.800058773,868.0
121.970564901,869.0
135.14107103,870.0
141.686001046,871.0
148.230931061,872.0
154.775861077,873.0
161.320791093,874.0
167.865721108,875.0
164.650904852,876.0
161.436088595,877.0
158.221272338,878.0
155.006456082,879.0
151.791639825,880.0
132.526541006,881.0
113.261442187,882.0
93.9963433681,883.0
74.7312445492,884.0
55.4661457302,885.0
33.4205176754,886.0
11.3748896206,887.0
-10.6707384342,888.0
-32.7163664889,889.0
-54.7619945437,890.0
-69.9725674899,891.0
-85.183140436,892.0
-100.393713382,893.0
-115.604286328,894.0
-130.814859274,895.0
-143.809224581,896.0
-156.803589888,897.0
-169.797955195,898.0
-182.792320502,899.0
-195.786685809,900.0
-196.606590812,901.0
-197.426495815,902.0
-198.246400818,903.0
-199.066305821,904.0
-199.886210824,905.0
-196.528332804,906.0
