425.576958729,400.0
362.025757288,401.0
298.474555848,402.0
234.923354407,403.0
171.372152966,404.0
107.820951525,405.0
82.1333380309,406.0
56.4457245366,407.0
30.7581110424,408.0
5.07049754814,409.0
-20.6171159461,410.0
1.26488995639,411.0
23.1468958589,412.0
45.0289017614,413.0
66.9109076639,414.0
88.7929135664,415.0
169.076638908,416.0
249.360364249,417.0
329.64408959,418.0
409.927814931,419.0
490.211540273,420.0
623.213896475,421.0
756.216252677,422.0
889.218608879,423.0
1022.22096508,424.0
1155.22332128,425.0
1293.24959311,426.0
1431.27586495,427.0
1569.30213678,428.0
1707.32840861,429.0
1845.35468044,430.0
1926.81051153,431.0
2008.26634262,432.0
2089.72217371,433.0
2171.17800481,434.0
2252.6338359,435.0
2250.77990144,436.0
2248.92596698,437.0
2247.07203253,438.0
2245.21809807,439.0
2243.36416361,440.0
2182.06857094,441.0
2120.77297826,442.0
2059.47738559,443.0
1998.18179292,444.0
1936.88620024,445.0
1867.35359103,446.0
1797.82098181,447.0
1728.2883726,448.0
1658.75576338,449.0
1589.22315417,450.0
1528.27299403,451.0
1467.3228339,452.0
1406.37267376,453.0
1345.42251362,454.0
1284.47235349,455.0
1269.81150921,456.0
1255.15066493,457.0
1240.48982065,458.0
1225.82897637,459.0
1211.16813209,460.0
1240.91998278,461.0
1270.67183346,462.0
1300.42368414,463.0
1330.17553483,464.0
1359.92738551,465.0
1396.55245818,466.0
1433.17753085,467.0
1469.80260352,468.0
1506.42767619,469.0
1543.05274886,470.0
1611.05727481,471.0
1679.06180076,472.0
1747.0663267,473.0
1815.07085265,474.0
1883.0753786,475.0
1968.72568915,476.0
2054.3759997,477.0
2140.02631025,478.0
2225.6766208,479.0
2311.32693135,480.0
2365.63387939,481.0
2419.94082743,482.0
2474.24777548,483.0
2528.55472352,484.0
2582.86167156,485.0
2534.97075573,486.0
2487.0798399,487.0
2439.18892406,488.0
2391.29800823,489.0
2343.40709239,490.0
2172.70456002,491.0
2002.00202764,492.0
1831.29949527,493.0
1660.59696289,494.0
1489.89443052,495.0
1299.89412572,496.0
1109.89382092,497.0
919.893516124,498.0
729.893211326,499.0
539.892906528,500.0
432.338629517,501.0
